log_id,user_id,char_id,route_id,status,actual_profit,created_at
L04141,U0016,C003,R03,Completed,525,2026-04-08 06:00:00
L04142,U0079,C003,R01,Completed,1575,2026-04-09 15:00:00
L04143,U0027,C003,R03,Completed,525,2026-04-17 06:00:00
L04144,U0098,C003,R02,Completed,840,2026-04-06 11:00:00
L04145,U0077,C001,R01,Completed,2250,2026-04-16 15:00:00
L04146,U0069,C004,R01,Completed,1724,2026-04-13 18:00:00
L04147,U0099,C004,R03,Completed,575,2026-04-25 07:00:00
L04148,U0075,C003,R01,Completed,1575,2026-04-09 10:00:00
L04149,U0075,C003,R02,Completed,840,2026-04-09 14:00:00
L04150,U0096,C003,R01,Completed,1575,2026-04-12 15:00:00
L04151,U0099,C002,R02,Completed,1000,2026-04-26 20:00:00
L04152,U0048,C003,R01,Completed,1575,2026-04-23 08:00:00
L04153,U0002,C003,R02,Completed,840,2026-04-19 17:00:00
L04154,U0050,C001,R03,Completed,750,2026-04-28 20:00:00
L04155,U0050,C002,R03,Failed,0,2026-04-14 08:00:00
L04156,U0014,C004,R02,Completed,919,2026-04-19 09:00:00
L04157,U0045,C004,R01,Completed,1724,2026-04-04 17:00:00
L04158,U0098,C002,R03,Completed,625,2026-04-27 19:00:00
L04159,U0086,C002,R03,Completed,625,2026-04-12 19:00:00
L04160,U0047,C002,R03,Completed,625,2026-04-25 00:00:00
L04161,U0019,C002,R01,Completed,1875,2026-04-14 18:00:00
L04162,U0093,C004,R02,Completed,919,2026-04-20 18:00:00
L04163,U0045,C004,R03,Completed,575,2026-04-18 06:00:00
L04164,U0001,C004,R02,Completed,919,2026-04-06 05:00:00
L04165,U0095,C002,R02,Completed,1000,2026-04-29 23:00:00
L04166,U0058,C004,R03,Completed,575,2026-04-24 22:00:00
L04167,U0094,C003,R02,Completed,840,2026-04-27 13:00:00
L04168,U0091,C004,R02,Completed,919,2026-04-06 15:00:00
L04169,U0097,C004,R01,Completed,1724,2026-04-10 12:00:00
L04170,U0047,C004,R02,Completed,919,2026-04-02 19:00:00
L04171,U0055,C002,R03,Completed,625,2026-04-02 02:00:00
L04172,U0081,C003,R02,Completed,840,2026-04-05 21:00:00
L04173,U0004,C001,R03,Completed,750,2026-04-24 08:00:00
L04174,U0090,C002,R01,Completed,1875,2026-04-24 04:00:00
L04175,U0058,C001,R02,Completed,1200,2026-04-03 20:00:00
L04176,U0042,C004,R03,Completed,575,2026-04-09 08:00:00
L04177,U0048,C003,R03,Completed,525,2026-04-13 20:00:00
L04178,U0018,C002,R02,Completed,1000,2026-04-04 14:00:00
L04179,U0061,C003,R02,Completed,840,2026-04-07 21:00:00
L04180,U0010,C001,R02,Completed,1200,2026-04-24 15:00:00
L04181,U0069,C004,R01,Completed,1724,2026-04-03 12:00:00
L04182,U0033,C002,R01,Completed,1875,2026-04-30 06:00:00
L04183,U0093,C002,R02,Completed,1000,2026-04-16 08:00:00
L04184,U0036,C001,R02,Completed,1200,2026-04-29 05:00:00
L04185,U0048,C002,R01,Failed,0,2026-04-23 15:00:00
L04186,U0069,C002,R03,Completed,625,2026-04-16 14:00:00
L04187,U0072,C003,R03,Completed,525,2026-04-29 01:00:00
L04188,U0077,C004,R01,Completed,1724,2026-04-21 16:00:00
L04189,U0068,C002,R01,Completed,1875,2026-04-15 01:00:00
L04190,U0016,C004,R02,Completed,919,2026-04-10 10:00:00
L04191,U0029,C004,R01,Completed,1724,2026-04-02 13:00:00
L04192,U0010,C004,R03,Completed,575,2026-04-16 17:00:00
L04193,U0017,C003,R01,Completed,1575,2026-04-22 15:00:00
L04194,U0054,C001,R03,Completed,750,2026-04-11 05:00:00
L04195,U0033,C004,R02,Completed,919,2026-04-17 11:00:00
L04196,U0079,C001,R03,Completed,750,2026-04-13 18:00:00
L04197,U0006,C002,R01,Completed,1875,2026-04-03 06:00:00
L04198,U0025,C001,R01,Completed,2250,2026-04-30 05:00:00
L04199,U0017,C001,R03,Completed,750,2026-04-02 07:00:00
L04200,U0047,C004,R03,Completed,575,2026-04-10 03:00:00
L04201,U0064,C002,R02,Failed,0,2026-04-02 13:00:00
L04202,U0003,C002,R02,Completed,1000,2026-04-13 17:00:00
L04203,U0004,C003,R01,Completed,1575,2026-04-06 01:00:00
L04204,U0065,C002,R01,Completed,1875,2026-04-14 15:00:00
L04205,U0059,C003,R01,Completed,1575,2026-04-09 04:00:00
L04206,U0045,C001,R02,Completed,1200,2026-04-06 05:00:00
L04207,U0031,C001,R02,Completed,1200,2026-04-27 00:00:00
L04208,U0038,C002,R03,Completed,625,2026-04-14 18:00:00
L04209,U0019,C002,R03,Completed,625,2026-04-20 13:00:00
L04210,U0074,C004,R03,Failed,0,2026-04-19 18:00:00
L04211,U0100,C003,R02,Completed,840,2026-04-10 19:00:00
L04212,U0019,C002,R03,Completed,625,2026-04-13 06:00:00
L04213,U0069,C002,R01,Completed,1875,2026-04-12 23:00:00
L04214,U0052,C001,R03,Completed,750,2026-04-01 17:00:00
L04215,U0061,C003,R01,Completed,1575,2026-04-23 15:00:00
L04216,U0015,C001,R01,Completed,2250,2026-04-28 19:00:00
L04217,U0054,C004,R01,Completed,1724,2026-04-21 22:00:00
L04218,U0055,C004,R03,Completed,575,2026-04-09 15:00:00
L04219,U0079,C002,R01,Failed,0,2026-04-24 22:00:00
L04220,U0100,C001,R03,Completed,750,2026-04-19 08:00:00
L04221,U0030,C002,R03,Completed,625,2026-04-21 11:00:00
L04222,U0053,C004,R01,Completed,1724,2026-04-11 20:00:00
L04223,U0064,C004,R01,Completed,1724,2026-04-13 07:00:00
L04224,U0009,C003,R02,Completed,840,2026-04-20 12:00:00
L04225,U0087,C002,R03,Completed,625,2026-04-08 21:00:00
L04226,U0076,C002,R01,Completed,1875,2026-04-24 10:00:00
L04227,U0017,C002,R02,Completed,1000,2026-04-15 21:00:00
L04228,U0016,C002,R02,Completed,1000,2026-04-08 20:00:00
L04229,U0037,C004,R03,Completed,575,2026-04-11 08:00:00
L04230,U0021,C001,R02,Completed,1200,2026-04-11 02:00:00
L04231,U0059,C002,R02,Failed,0,2026-04-28 22:00:00
L04232,U0013,C003,R01,Failed,0,2026-04-11 03:00:00
L04233,U0050,C003,R02,Completed,840,2026-04-18 03:00:00
L04234,U0058,C001,R03,Completed,750,2026-04-19 12:00:00
L04235,U0040,C003,R03,Completed,525,2026-04-06 14:00:00
L04236,U0088,C004,R01,Completed,1724,2026-04-25 18:00:00
L04237,U0049,C001,R01,Completed,2250,2026-04-08 08:00:00
L04238,U0042,C004,R01,Completed,1724,2026-04-09 03:00:00
L04239,U0065,C004,R02,Completed,919,2026-04-28 20:00:00
L04240,U0096,C004,R02,Completed,919,2026-04-07 17:00:00
L04241,U0062,C001,R03,Completed,750,2026-04-26 00:00:00
L04242,U0091,C002,R03,Completed,625,2026-04-20 21:00:00
L04243,U0057,C004,R03,Completed,575,2026-04-10 22:00:00
L04244,U0017,C002,R03,Completed,625,2026-04-09 18:00:00
L04245,U0075,C002,R01,Failed,0,2026-04-26 12:00:00
L04246,U0020,C003,R03,Completed,525,2026-04-17 11:00:00
L04247,U0019,C001,R01,Completed,2250,2026-04-29 04:00:00
L04248,U0033,C002,R02,Completed,1000,2026-04-10 06:00:00
L04249,U0083,C001,R02,Completed,1200,2026-04-27 00:00:00
L04250,U0018,C002,R02,Completed,1000,2026-04-04 18:00:00
L04251,U0058,C003,R03,Completed,525,2026-04-03 21:00:00
L04252,U0085,C002,R03,Completed,625,2026-04-22 02:00:00
L04253,U0070,C001,R01,Completed,2250,2026-04-27 23:00:00
L04254,U0057,C003,R01,Failed,0,2026-04-10 17:00:00
L04255,U0067,C003,R01,Completed,1575,2026-04-27 05:00:00
L04256,U0036,C003,R01,Completed,1575,2026-04-14 21:00:00
L04257,U0093,C003,R01,Completed,1575,2026-04-16 07:00:00
L04258,U0035,C003,R01,Completed,1575,2026-04-27 03:00:00
L04259,U0026,C003,R01,Completed,1575,2026-04-20 19:00:00
L04260,U0006,C003,R01,Completed,1575,2026-04-26 18:00:00
L04261,U0090,C003,R02,Completed,840,2026-04-06 09:00:00
L04262,U0012,C002,R01,Completed,1875,2026-04-23 08:00:00
L04263,U0018,C004,R03,Completed,575,2026-04-04 22:00:00
L04264,U0055,C002,R01,Completed,1875,2026-04-05 15:00:00
L04265,U0007,C002,R02,Failed,0,2026-04-07 16:00:00
L04266,U0079,C003,R01,Completed,1575,2026-04-04 12:00:00
L04267,U0069,C003,R01,Failed,0,2026-04-28 09:00:00
L04268,U0041,C003,R01,Completed,1575,2026-04-11 07:00:00
L04269,U0066,C003,R01,Completed,1575,2026-04-17 06:00:00
L04270,U0056,C001,R02,Completed,1200,2026-04-09 08:00:00
L04271,U0038,C004,R03,Completed,575,2026-04-14 16:00:00
L04272,U0073,C002,R01,Failed,0,2026-04-15 23:00:00
L04273,U0061,C003,R03,Completed,525,2026-04-01 22:00:00
L04274,U0025,C003,R02,Completed,840,2026-04-18 22:00:00
L04275,U0065,C004,R01,Completed,1724,2026-04-02 07:00:00
L04276,U0085,C003,R01,Completed,1575,2026-04-26 10:00:00
L04277,U0042,C002,R03,Completed,625,2026-04-19 00:00:00
L04278,U0053,C001,R01,Failed,0,2026-04-26 23:00:00
L04279,U0084,C003,R02,Completed,840,2026-04-05 21:00:00
L04280,U0083,C002,R02,Completed,1000,2026-04-17 01:00:00
L04281,U0096,C001,R03,Completed,750,2026-04-07 01:00:00
L04282,U0070,C002,R03,Completed,625,2026-04-30 01:00:00
L04283,U0034,C004,R02,Completed,919,2026-04-03 07:00:00
L04284,U0001,C004,R01,Completed,1724,2026-04-06 07:00:00
L04285,U0036,C003,R03,Completed,525,2026-04-03 21:00:00
L04286,U0020,C004,R02,Completed,919,2026-04-21 18:00:00
L04287,U0038,C004,R03,Completed,575,2026-04-06 10:00:00
L04288,U0100,C001,R01,Completed,2250,2026-04-18 17:00:00
L04289,U0015,C004,R01,Completed,1724,2026-04-18 17:00:00
L04290,U0023,C004,R01,Completed,1724,2026-04-27 10:00:00
L04291,U0068,C002,R02,Completed,1000,2026-04-13 15:00:00
L04292,U0050,C002,R02,Completed,1000,2026-04-20 21:00:00
L04293,U0014,C003,R03,Completed,525,2026-04-04 07:00:00
L04294,U0071,C001,R02,Completed,1200,2026-04-11 06:00:00
L04295,U0035,C002,R03,Completed,625,2026-04-03 09:00:00
L04296,U0025,C001,R02,Completed,1200,2026-04-23 20:00:00
L04297,U0083,C004,R01,Completed,1724,2026-04-20 19:00:00
L04298,U0096,C004,R03,Completed,575,2026-04-30 13:00:00
L04299,U0079,C002,R02,Completed,1000,2026-04-18 22:00:00
L04300,U0024,C004,R01,Completed,1724,2026-04-14 08:00:00
L04301,U0066,C004,R01,Completed,1724,2026-04-09 10:00:00
L04302,U0094,C001,R01,Completed,2250,2026-04-16 16:00:00
L04303,U0035,C004,R03,Failed,0,2026-04-14 17:00:00
L04304,U0071,C004,R02,Completed,919,2026-04-28 14:00:00
L04305,U0045,C003,R01,Completed,1575,2026-04-04 14:00:00
L04306,U0030,C004,R02,Completed,919,2026-04-04 20:00:00
L04307,U0007,C001,R01,Completed,2250,2026-04-15 20:00:00
L04308,U0078,C001,R01,Completed,2250,2026-04-14 18:00:00
L04309,U0006,C001,R02,Completed,1200,2026-04-21 22:00:00
L04310,U0096,C001,R03,Completed,750,2026-04-16 03:00:00
L04311,U0024,C004,R02,Completed,919,2026-04-12 17:00:00
L04312,U0073,C003,R02,Completed,840,2026-04-26 18:00:00
L04313,U0086,C004,R02,Completed,919,2026-04-09 13:00:00
L04314,U0066,C003,R02,Completed,840,2026-04-17 21:00:00
L04315,U0026,C004,R03,Completed,575,2026-04-27 07:00:00
L04316,U0001,C002,R03,Completed,625,2026-04-07 10:00:00
L04317,U0023,C001,R03,Completed,750,2026-04-07 04:00:00
L04318,U0061,C001,R01,Failed,0,2026-04-25 20:00:00
L04319,U0015,C001,R03,Completed,750,2026-04-22 11:00:00
L04320,U0021,C001,R02,Completed,1200,2026-04-26 10:00:00
L04321,U0022,C003,R01,Completed,1575,2026-04-18 02:00:00
L04322,U0015,C002,R03,Failed,0,2026-04-18 02:00:00
L04323,U0022,C004,R02,Completed,919,2026-04-18 09:00:00
L04324,U0091,C004,R03,Completed,575,2026-04-04 18:00:00
L04325,U0093,C003,R02,Completed,840,2026-04-04 08:00:00
L04326,U0011,C004,R01,Completed,1724,2026-04-01 02:00:00
L04327,U0019,C002,R01,Completed,1875,2026-04-06 21:00:00
L04328,U0088,C002,R01,Completed,1875,2026-04-22 04:00:00
L04329,U0059,C003,R02,Completed,840,2026-04-23 15:00:00
L04330,U0066,C001,R02,Completed,1200,2026-04-05 09:00:00
L04331,U0065,C004,R03,Completed,575,2026-04-15 20:00:00
L04332,U0080,C001,R01,Completed,2250,2026-04-01 04:00:00
L04333,U0063,C003,R01,Completed,1575,2026-04-27 09:00:00
L04334,U0023,C002,R03,Completed,625,2026-04-30 21:00:00
L04335,U0033,C003,R02,Completed,840,2026-04-01 21:00:00
L04336,U0084,C001,R01,Completed,2250,2026-04-30 05:00:00
L04337,U0098,C002,R01,Completed,1875,2026-04-24 07:00:00
L04338,U0083,C003,R02,Completed,840,2026-04-11 03:00:00
L04339,U0086,C003,R02,Completed,840,2026-04-02 08:00:00
L04340,U0035,C003,R01,Completed,1575,2026-04-11 17:00:00
L04341,U0055,C003,R02,Completed,840,2026-04-19 04:00:00
L04342,U0022,C003,R02,Completed,840,2026-04-19 10:00:00
L04343,U0092,C003,R01,Completed,1575,2026-04-08 11:00:00
L04344,U0003,C003,R03,Completed,525,2026-04-22 04:00:00
L04345,U0061,C003,R01,Completed,1575,2026-04-02 06:00:00
L04346,U0002,C001,R01,Completed,2250,2026-04-27 17:00:00
L04347,U0021,C001,R02,Completed,1200,2026-04-02 00:00:00
L04348,U0046,C002,R03,Failed,0,2026-04-24 09:00:00
L04349,U0100,C004,R03,Completed,575,2026-04-20 01:00:00
L04350,U0016,C001,R01,Completed,2250,2026-04-01 19:00:00
L04351,U0064,C002,R01,Completed,1875,2026-04-20 23:00:00
L04352,U0060,C003,R01,Completed,1575,2026-04-05 20:00:00
L04353,U0030,C002,R01,Failed,0,2026-04-23 17:00:00
L04354,U0099,C003,R01,Completed,1575,2026-04-24 22:00:00
L04355,U0057,C004,R01,Completed,1724,2026-04-04 06:00:00
L04356,U0079,C002,R03,Completed,625,2026-04-17 20:00:00
L04357,U0054,C003,R03,Completed,525,2026-04-15 17:00:00
L04358,U0067,C004,R02,Completed,919,2026-04-17 14:00:00
L04359,U0088,C001,R01,Completed,2250,2026-04-28 12:00:00
L04360,U0012,C001,R03,Completed,750,2026-04-05 04:00:00
L04361,U0088,C002,R01,Completed,1875,2026-04-09 06:00:00
L04362,U0017,C002,R01,Completed,1875,2026-04-26 21:00:00
L04363,U0031,C003,R01,Completed,1575,2026-04-17 17:00:00
L04364,U0008,C001,R01,Completed,2250,2026-04-27 19:00:00
L04365,U0020,C001,R03,Completed,750,2026-04-21 06:00:00
L04366,U0026,C001,R03,Completed,750,2026-04-23 03:00:00
L04367,U0030,C002,R02,Completed,1000,2026-04-12 11:00:00
L04368,U0064,C003,R02,Completed,840,2026-04-13 09:00:00
L04369,U0022,C004,R01,Completed,1724,2026-04-06 13:00:00
L04370,U0074,C001,R01,Completed,2250,2026-04-18 03:00:00
L04371,U0080,C001,R01,Completed,2250,2026-04-14 13:00:00
L04372,U0071,C003,R01,Completed,1575,2026-04-13 05:00:00
L04373,U0088,C002,R02,Completed,1000,2026-04-05 07:00:00
L04374,U0040,C001,R01,Completed,2250,2026-04-20 07:00:00
L04375,U0087,C001,R01,Completed,2250,2026-04-13 17:00:00
L04376,U0017,C004,R01,Failed,0,2026-04-10 11:00:00
L04377,U0099,C004,R01,Completed,1724,2026-04-30 10:00:00
L04378,U0046,C002,R03,Completed,625,2026-04-29 04:00:00
L04379,U0004,C004,R01,Completed,1724,2026-04-26 14:00:00
L04380,U0041,C003,R02,Completed,840,2026-04-03 14:00:00
L04381,U0095,C001,R01,Completed,2250,2026-04-06 18:00:00
L04382,U0009,C004,R02,Completed,919,2026-04-18 23:00:00
L04383,U0043,C004,R01,Completed,1724,2026-04-18 19:00:00
L04384,U0015,C001,R01,Completed,2250,2026-04-27 07:00:00
L04385,U0045,C004,R02,Completed,919,2026-04-18 07:00:00
L04386,U0097,C003,R03,Completed,525,2026-04-24 14:00:00
L04387,U0009,C002,R02,Completed,1000,2026-04-29 11:00:00
L04388,U0013,C002,R03,Completed,625,2026-04-27 17:00:00
L04389,U0023,C004,R01,Completed,1724,2026-04-13 02:00:00
L04390,U0047,C004,R01,Completed,1724,2026-04-25 11:00:00
L04391,U0016,C003,R03,Completed,525,2026-04-02 12:00:00
L04392,U0077,C003,R02,Completed,840,2026-04-28 04:00:00
L04393,U0069,C003,R01,Failed,0,2026-04-15 13:00:00
L04394,U0093,C004,R03,Completed,575,2026-04-05 15:00:00
L04395,U0016,C002,R01,Completed,1875,2026-04-16 00:00:00
L04396,U0043,C004,R03,Completed,575,2026-04-06 18:00:00
L04397,U0054,C001,R02,Completed,1200,2026-04-09 00:00:00
L04398,U0030,C004,R02,Completed,919,2026-04-06 01:00:00
L04399,U0062,C004,R01,Completed,1724,2026-04-21 04:00:00
L04400,U0036,C003,R03,Failed,0,2026-04-18 10:00:00
L04401,U0016,C001,R03,Completed,750,2026-04-25 23:00:00
L04402,U0002,C002,R03,Completed,625,2026-04-10 06:00:00
L04403,U0027,C004,R01,Completed,1724,2026-04-09 15:00:00
L04404,U0061,C003,R03,Completed,525,2026-04-02 23:00:00
L04405,U0095,C004,R01,Completed,1724,2026-04-10 04:00:00
L04406,U0067,C004,R02,Failed,0,2026-04-27 09:00:00
L04407,U0085,C004,R02,Completed,919,2026-04-23 14:00:00
L04408,U0028,C003,R03,Completed,525,2026-04-24 17:00:00
L04409,U0044,C003,R03,Completed,525,2026-04-08 09:00:00
L04410,U0066,C001,R01,Completed,2250,2026-04-01 13:00:00
L04411,U0006,C001,R01,Completed,2250,2026-04-11 12:00:00
L04412,U0004,C003,R01,Completed,1575,2026-04-28 13:00:00
L04413,U0057,C003,R03,Completed,525,2026-04-13 11:00:00
L04414,U0006,C002,R02,Completed,1000,2026-04-07 17:00:00
L04415,U0030,C003,R02,Completed,840,2026-04-07 10:00:00
L04416,U0048,C004,R02,Completed,919,2026-04-12 13:00:00
L04417,U0034,C001,R03,Completed,750,2026-04-07 23:00:00
L04418,U0064,C004,R01,Completed,1724,2026-04-10 19:00:00
L04419,U0021,C003,R02,Completed,840,2026-04-20 04:00:00
L04420,U0016,C003,R02,Completed,840,2026-04-29 03:00:00
L04421,U0072,C001,R02,Completed,1200,2026-04-15 10:00:00
L04422,U0014,C004,R03,Completed,575,2026-04-12 14:00:00
L04423,U0025,C003,R01,Completed,1575,2026-04-05 08:00:00
L04424,U0021,C001,R03,Completed,750,2026-04-20 21:00:00
L04425,U0040,C001,R01,Completed,2250,2026-04-22 16:00:00
L04426,U0053,C002,R03,Completed,625,2026-04-21 10:00:00
L04427,U0004,C002,R03,Completed,625,2026-04-20 07:00:00
L04428,U0094,C002,R03,Completed,625,2026-04-01 22:00:00
L04429,U0056,C002,R01,Completed,1875,2026-04-30 04:00:00
L04430,U0027,C003,R01,Completed,1575,2026-04-27 04:00:00
L04431,U0030,C004,R01,Completed,1724,2026-04-22 04:00:00
L04432,U0083,C003,R03,Completed,525,2026-04-10 22:00:00
L04433,U0036,C003,R01,Completed,1575,2026-04-29 14:00:00
L04434,U0095,C002,R02,Completed,1000,2026-04-28 07:00:00
L04435,U0045,C001,R02,Completed,1200,2026-04-15 01:00:00
L04436,U0044,C004,R02,Completed,919,2026-04-04 21:00:00
L04437,U0075,C004,R02,Completed,919,2026-04-07 06:00:00
L04438,U0089,C001,R01,Completed,2250,2026-04-17 23:00:00
L04439,U0066,C002,R03,Completed,625,2026-04-20 06:00:00
L04440,U0081,C003,R01,Completed,1575,2026-04-12 02:00:00
L04441,U0006,C002,R03,Completed,625,2026-04-15 09:00:00
L04442,U0008,C002,R01,Completed,1875,2026-04-01 21:00:00
L04443,U0084,C002,R02,Completed,1000,2026-04-30 07:00:00
L04444,U0037,C001,R01,Failed,0,2026-04-30 19:00:00
L04445,U0006,C004,R03,Failed,0,2026-04-13 05:00:00
L04446,U0016,C004,R02,Completed,919,2026-04-18 04:00:00
L04447,U0043,C003,R01,Completed,1575,2026-04-14 02:00:00
L04448,U0087,C002,R03,Completed,625,2026-04-07 21:00:00
L04449,U0037,C004,R03,Completed,575,2026-04-10 19:00:00
L04450,U0023,C001,R01,Completed,2250,2026-04-06 04:00:00
L04451,U0015,C001,R02,Completed,1200,2026-04-08 00:00:00
L04452,U0047,C004,R02,Completed,919,2026-04-09 07:00:00
L04453,U0040,C001,R03,Completed,750,2026-04-24 05:00:00
L04454,U0039,C003,R03,Completed,525,2026-04-15 07:00:00
L04455,U0019,C002,R03,Completed,625,2026-04-23 09:00:00
L04456,U0030,C002,R01,Completed,1875,2026-04-16 16:00:00
L04457,U0039,C002,R03,Completed,625,2026-04-06 18:00:00
L04458,U0067,C001,R03,Completed,750,2026-04-30 07:00:00
L04459,U0073,C004,R01,Completed,1724,2026-04-11 07:00:00
L04460,U0097,C002,R01,Completed,1875,2026-04-20 14:00:00
L04461,U0055,C002,R02,Completed,1000,2026-04-27 08:00:00
L04462,U0091,C001,R02,Completed,1200,2026-04-21 07:00:00
L04463,U0056,C001,R01,Completed,2250,2026-04-09 22:00:00
L04464,U0006,C002,R03,Completed,625,2026-04-26 04:00:00
L04465,U0065,C002,R03,Failed,0,2026-04-28 05:00:00
L04466,U0080,C002,R01,Completed,1875,2026-04-29 19:00:00
L04467,U0029,C002,R01,Failed,0,2026-04-11 09:00:00
L04468,U0068,C004,R02,Completed,919,2026-04-15 00:00:00
L04469,U0041,C001,R03,Completed,750,2026-04-19 17:00:00
L04470,U0058,C003,R03,Completed,525,2026-04-12 21:00:00
L04471,U0022,C003,R03,Completed,525,2026-04-10 09:00:00
L04472,U0026,C004,R03,Completed,575,2026-04-01 17:00:00
L04473,U0081,C004,R02,Completed,919,2026-04-12 14:00:00
L04474,U0030,C001,R02,Completed,1200,2026-04-14 21:00:00
L04475,U0096,C002,R01,Completed,1875,2026-04-18 19:00:00
L04476,U0087,C003,R03,Completed,525,2026-04-16 14:00:00
L04477,U0032,C001,R03,Completed,750,2026-04-23 17:00:00
L04478,U0076,C001,R01,Completed,2250,2026-04-01 01:00:00
L04479,U0038,C004,R02,Completed,919,2026-04-16 22:00:00
L04480,U0023,C002,R03,Completed,625,2026-04-15 19:00:00
L04481,U0055,C002,R03,Completed,625,2026-04-18 01:00:00
L04482,U0078,C001,R01,Completed,2250,2026-04-13 15:00:00
L04483,U0039,C002,R01,Completed,1875,2026-04-27 23:00:00
L04484,U0039,C002,R02,Completed,1000,2026-04-01 16:00:00
L04485,U0009,C002,R03,Completed,625,2026-04-23 22:00:00
L04486,U0029,C002,R01,Completed,1875,2026-04-23 05:00:00
L04487,U0067,C004,R03,Completed,575,2026-04-17 22:00:00
L04488,U0043,C004,R01,Completed,1724,2026-04-24 15:00:00
L04489,U0002,C001,R03,Completed,750,2026-04-19 01:00:00
L04490,U0098,C001,R01,Completed,2250,2026-04-26 19:00:00
L04491,U0009,C001,R03,Completed,750,2026-04-21 17:00:00
L04492,U0090,C004,R02,Completed,919,2026-04-25 18:00:00
L04493,U0047,C002,R02,Completed,1000,2026-04-18 10:00:00
L04494,U0039,C003,R03,Completed,525,2026-04-15 07:00:00
L04495,U0036,C002,R02,Completed,1000,2026-04-21 22:00:00
L04496,U0043,C004,R01,Completed,1724,2026-04-15 08:00:00
L04497,U0058,C002,R02,Failed,0,2026-04-21 10:00:00
L04498,U0084,C004,R03,Completed,575,2026-04-18 02:00:00
L04499,U0037,C002,R01,Completed,1875,2026-04-28 13:00:00
L04500,U0029,C003,R01,Completed,1575,2026-04-04 21:00:00
L04501,U0047,C002,R02,Completed,1000,2026-04-11 12:00:00
L04502,U0082,C004,R01,Completed,1724,2026-04-13 06:00:00
L04503,U0021,C001,R03,Completed,750,2026-04-01 21:00:00
L04504,U0013,C003,R02,Completed,840,2026-04-07 02:00:00
L04505,U0082,C003,R02,Completed,840,2026-04-17 14:00:00
L04506,U0021,C002,R01,Failed,0,2026-04-09 04:00:00
L04507,U0088,C001,R03,Completed,750,2026-04-01 21:00:00
L04508,U0055,C001,R01,Completed,2250,2026-04-10 18:00:00
L04509,U0084,C004,R01,Completed,1724,2026-04-05 19:00:00
L04510,U0065,C003,R01,Completed,1575,2026-04-09 20:00:00
L04511,U0042,C004,R03,Completed,575,2026-04-16 20:00:00
L04512,U0028,C002,R03,Completed,625,2026-04-29 23:00:00
L04513,U0044,C002,R03,Completed,625,2026-04-23 12:00:00
L04514,U0025,C002,R01,Completed,1875,2026-04-26 19:00:00
L04515,U0009,C003,R03,Completed,525,2026-04-20 18:00:00
L04516,U0017,C001,R03,Completed,750,2026-04-09 16:00:00
L04517,U0011,C001,R03,Completed,750,2026-04-27 03:00:00
L04518,U0096,C002,R02,Completed,1000,2026-04-19 00:00:00
L04519,U0067,C004,R02,Completed,919,2026-04-30 23:00:00
L04520,U0002,C002,R03,Completed,625,2026-04-27 15:00:00
L04521,U0005,C003,R02,Completed,840,2026-04-12 23:00:00
L04522,U0018,C001,R02,Completed,1200,2026-04-24 14:00:00
L04523,U0085,C004,R03,Completed,575,2026-04-06 16:00:00
L04524,U0040,C001,R02,Failed,0,2026-04-14 00:00:00
L04525,U0057,C002,R03,Completed,625,2026-04-15 17:00:00
L04526,U0016,C002,R02,Completed,1000,2026-04-23 12:00:00
L04527,U0035,C003,R03,Completed,525,2026-04-08 11:00:00
L04528,U0072,C001,R03,Failed,0,2026-04-02 08:00:00
L04529,U0004,C003,R01,Completed,1575,2026-04-07 16:00:00
L04530,U0008,C002,R03,Completed,625,2026-04-21 04:00:00
L04531,U0098,C003,R01,Completed,1575,2026-04-18 00:00:00
L04532,U0040,C004,R02,Completed,919,2026-04-29 18:00:00
L04533,U0077,C001,R03,Completed,750,2026-04-03 07:00:00
L04534,U0081,C004,R02,Completed,919,2026-04-11 22:00:00
L04535,U0019,C001,R02,Completed,1200,2026-04-22 05:00:00
L04536,U0088,C001,R01,Completed,2250,2026-04-10 21:00:00
L04537,U0065,C001,R03,Completed,750,2026-04-14 13:00:00
L04538,U0011,C001,R03,Completed,750,2026-04-16 17:00:00
L04539,U0022,C004,R02,Completed,919,2026-04-28 08:00:00
L04540,U0029,C002,R02,Completed,1000,2026-04-21 19:00:00
L04541,U0043,C003,R03,Completed,525,2026-04-02 04:00:00
L04542,U0023,C004,R02,Completed,919,2026-04-03 09:00:00
L04543,U0020,C003,R02,Completed,840,2026-04-30 00:00:00
L04544,U0064,C003,R02,Failed,0,2026-04-26 18:00:00
L04545,U0015,C001,R03,Failed,0,2026-04-14 07:00:00
L04546,U0076,C003,R01,Completed,1575,2026-04-13 09:00:00
L04547,U0054,C002,R03,Completed,625,2026-04-12 05:00:00
L04548,U0100,C002,R03,Completed,625,2026-04-17 18:00:00
L04549,U0096,C004,R02,Completed,919,2026-04-22 18:00:00
L04550,U0047,C004,R02,Completed,919,2026-04-06 13:00:00
L04551,U0078,C002,R02,Completed,1000,2026-04-23 06:00:00
L04552,U0024,C001,R03,Completed,750,2026-04-21 06:00:00
L04553,U0046,C002,R01,Completed,1875,2026-04-06 04:00:00
L04554,U0030,C003,R01,Completed,1575,2026-04-05 06:00:00
L04555,U0076,C001,R03,Completed,750,2026-04-12 04:00:00
L04556,U0090,C004,R01,Completed,1724,2026-04-17 06:00:00
L04557,U0034,C002,R03,Completed,625,2026-04-28 00:00:00
